id,url,keyword,content,author,postdate,source,num_likes
129,dhf3TmBpPZI,서울대병원,피약이친모이제나도두아들옆에서최선을다해서도봐주셔요친모가안전하고최고에요사랑으로안아주고행복하게같이살아요인제나도안전을위해서친모가최선입니다삐약이친모동생고같이행복하게살아요,김희자,20211104T21:55:30Z,Youtube,2
130,dhf3TmBpPZI,서울대병원,동원 친어머니 지금부터 두아들돌바주세요,정해 김,20211104T16:50:51Z,Youtube,4
131,dhf3TmBpPZI,서울대병원,친모만이 동원이안정을 찾을것 이다 지금이라도동원의 옆에서 최선을 다해 주시길 모친께부탁 합니다 이제라도 자식을위해 사셨음 합니다,박정연,20211104T14:27:28Z,Youtube,4
132,dhf3TmBpPZI,서울대병원,동원이가  똑바로 생각해야 한다~~  괴모는  괴모다~~다른  방송이  외모가  서울시에서  돌바준다한다니  얼마나 동원 가정에  불화가날아요?  친노가  두 아이를 돌바야하는데 괴모가본다하니  생모가얼마나  속이상할가  동원가정이  정말 걱정입니다  동원아  나를나의주신분은  가슴으로  아프단다  친부모님이  최고다  분별을잘하세요~~^^,김문진,20211104T08:14:09Z,Youtube,3
133,dhf3TmBpPZI,서울대병원,"동원이 친어머니 꼭 동원이를 직접 한집에서 살면서 지켜주세요가끔씩 와서 한번씩 만나는건 도움이 않됩니다두부모 모두 퍼렇게 살아 있으면서 어릴때도 두부모 모두 같이 있지앓아 외롭게 자랏는데 그때는 그래도 할아버지가 따뜻하게 돌봐 줬지만 지금은 혼자서 단독으로,,, 아직도 다름없이 외롭게 살게한다는건 부모로서 책임감을 너무 피면하는게 아닌가? 더우기 낫선 사람들 자주 집주위를 도는가하면  메니저한데도 폭행당하고 또 차타러 가다가 또 낫선 사람한데 폭행 당하고 교통 사고도 당하고 했는데도 두부모중 누구도 동원이를 자기가 직접 같이살며 메니저람 친히 하지 않으려 한다면 나중에 동원이한데 너무큰 누원을 남기는거 아니야? 애비는 결국 훗처가족이 동원이보다 더 중해서 메니저도 않하고 뭔 지가 큰회장인양 바쁘다고 꼴깞 하는지? 보아하니 친어머니가 꼭 동원이를 메니저도 하면서  지켜줘야지 애비는 그까짓 경호원을 안배한것을 크게나 지가 책임진것 처럼 친모와 큰소리치며  동원이한데 메니저도 못하게 가로 막으며 돌대갈 자존심을 세우고 돌아가는지?그리고 이렇게 날리판에도   훗처는 나서서 번개불 나게 동원이 폭행당한 대가를 지가 2억 가로채가며  동원이와 상의도없이? 훗처한데 빠저서 아들의 위험도 직접지가 곁에서 지켜주려 않하고 훗처는 앞에서 동원이의  피깞돈은 지가 챙기고 메니저는 여전히 또남을 쓰고 둔한 애비",선김,20211104T06:53:26Z,Youtube,3
134,dhf3TmBpPZI,서울대병원,동원이힘네세요ㆍ동원엄마가지금부터라도ㆍ두아이들을옆에서지켜주세요ㆍ동원이ㅡ화이팅ㆍ동원이화이팅,한춘순,20211104T06:48:35Z,Youtube,5
135,dhf3TmBpPZI,서울대병원,동원 엄마 지금부터라도 두아들옆에서  아들을잘보살펴주세,영옥 조,20211104T05:03:51Z,Youtube,6
136,dhf3TmBpPZI,서울대병원,제발부모가  한집웅아래서살며동원이챙기주시고도와주세요 제발요,김옥분,20211104T04:11:52Z,Youtube,6
137,CG70AWjUNno,서울대병원,정말 유익한 정보 어렵지 않게 쏙쏙 얻어가는 시간이였습니다. 진심으로 감사드립니다!!!,손준호,20211104T14:23:48Z,Youtube,9
138,CG70AWjUNno,서울대병원,신장질환이 아는 것같으면서도 아는 게 하나도 없었네요 ㅠㅠ,jh i,20211108T07:45:48Z,Youtube,0
139,CG70AWjUNno,서울대병원,"* 타인을 비방하거나 욕설, 비속어, 차별적 내용, 신체적 비하 등의 불쾌감을 줄 수 있는 댓글은 무통보 삭제될 수 있습니다.* 단순 비난, 허위 사실 유포,  광고 등의 댓글은 무통보 삭제될 수 있습니다. * 의학적 질문에 답변을 드리지 않습니다.* 제공된 의학정보는 일반적인 사항으로 개개인의 특성을 반영하지 못합니다.",서울대병원tv,20211104T08:19:29Z,Youtube,0
140,CG70AWjUNno,서울대병원,손준호님 진행 정말 잘하시네여 위트도 넘치시고 ㅎㅎ,JiSeong Kim,20211103T21:59:22Z,Youtube,1
141,CG70AWjUNno,서울대병원,겁난다 난 건강검진 한번 해본적이 없는데,이나라,20211103T16:05:45Z,Youtube,0
142,CG70AWjUNno,서울대병원,쏘현밴님 덕분에 공부하고 갑니다!!ㅎㅎ,장혜승,20211103T13:48:27Z,Youtube,0
143,CG70AWjUNno,서울대병원,두 선생님의 쉬운 설명 감사드립니다!!!,김소은,20211103T12:43:32Z,Youtube,0
144,CG70AWjUNno,서울대병원,형이에요~ 😂,Yoon,20211103T11:07:21Z,Youtube,1
145,CG70AWjUNno,서울대병원,감사합니다♥️,sohyunsofiakim,20211103T11:04:26Z,Youtube,12
146,CG70AWjUNno,서울대병원,감사합니다,한나,20211103T10:20:41Z,Youtube,0
147,CG70AWjUNno,서울대병원,나의 신장은 정말 몇점 일지 ~^^?,만덕,20211103T07:53:16Z,Youtube,1
148,CG70AWjUNno,서울대병원,김소연씨 반갑습니다 ~남동생이 서울대 의사이군요~신체 기증을 했습니다 만 대기자들이 정말 많은 것 같습니다 ~?,만덕,20211103T07:51:21Z,Youtube,1
149,vvqffrPc6uY,서울대병원,"* 타인을 비방하거나 욕설, 비속어, 차별적 내용, 신체적 비하 등의 불쾌감을 줄 수 있는 댓글은 무통보 삭제될 수 있습니다.* 단순 비난, 허위 사실 유포,  광고 등의 댓글은 무통보 삭제될 수 있습니다. * 의학적 질문에 답변을 드리지 않습니다.* 제공된 의학정보는 일반적인 사항으로 개개인의 특성을 반영하지 못합니다.",서울대병원tv,20211103T04:56:10Z,Youtube,0
150,vvqffrPc6uY,서울대병원,"안녕하세요 🍒박지은 교수님과 🍒제작진분들 🙏.- 가성치매 : 치매는 아니지만, 치매와 같은 증상이 나타나는 것.- 우울증과 치매를 구분하기 위해서는 인지기능 검사와 뇌 영상 검사(MRI)를 함.그중에서도 가장 중요한 것이 &quot;인지기능이 어떻게 나빠져 왔는가?&quot;이다. - 치매를 일으키는 주원인 : 신경퇴행성 질환(80%, 알츠하이머)- 퇴행성 치매 :   • 오랜 시간에 걸쳐 서서히 기억력이 나빠짐.  • 과거 기억력(2,3년 전인 오래 전 것과 작년과 올해의 것 )을 물어봐야 함.- 우울증 환자   • 갑자기 기억력 저하.  • 기분 상태에 따라 기억력 변화  • 의욕하락  • 식욕부진  • 불면  • 신체증상 : 몸이 여기저기 아픔, 무기력, 소화불량, 가슴 답답함.- 노년기 우울증은 치매 진행 가능성 때문에 치료가 중요함.- 인지기능 변화 여부를 꾸준히 관찰하는 것이 중요함.  노년기 우울증 중에서   1. 우울증이 젊은 나이에 발생해 노년기까지 지속되는 경우   2. 중년기 이후 우울증 발생 : 특히, 경과를 잘 관찰해야 함.    이 경우는 뇌의 퇴행성 변화가 동반될 가능성이 높음.- 알츠하이머 같은 신경퇴행성 질환의 경우는 인지기능 문제가 뚜렷하게 나타나기 전부터 우울 증상이 먼저 나타날 수 있음.- 우울증 초기부터 인지기능 문제가 동반된 경우, 우울 증상은 좋아졌으나 기억력이 나빠진 경우, 우울증 약물 치료 반응이 좋지 않았던 경우에는 아직 드러나지 않은 신경퇴행성 질환이 동반될 가능성이 있음.&quot;일상 활동 안 하는 것인가? 못하는 것인가?&quot; 구별하기.- 치매는 예방이 중요함. - 우울증 치료는 치매 예방에 중요함.- 경도인지장애의 경우 우울증상이 있으면 빠르게 치매가 진행됨.- 우울증 치료 받고 있는 경우는 치료 꼭 받고 인지기능 체크를 꼭 받을 것.몸 건강 잃고 극심한 우울증을 겪어봤기에 이 영상 몇번 반복적으로 들었습니다. 기억력이 우울증 앓기 전과 너무도 차이가 있기에 신경이 쓰이고 있거든요. 많이 도움되네요.고맙습니다 🙏. 💗",오영도,20211103T05:26:06Z,Youtube,0
151,vvqffrPc6uY,서울대병원,좋은하루 보내세요 ~⚘🌝🌞😀🌈~☕🍂🍁,만덕,20211103T04:05:52Z,Youtube,0
152,vvqffrPc6uY,서울대병원,감사합니다 잘 배우고 갑니다~,Hyunsoo Lee,20211103T03:02:20Z,Youtube,0
153,4-im_htZprA,서울대병원,민호님 건강잘챈게야 합니다 민호님 힘내세요 민호님 짱,화순 김,20211105T13:06:42Z,Youtube,0
154,4-im_htZprA,서울대병원,장민호님ㆍ너무착한ㆍ사람~감사합니다~건행하세요^^,이기수,20211102T15:13:12Z,Youtube,3
155,4-im_htZprA,서울대병원,민호님 건강조심하세요 민호님공인이시니까요민호님 짱입니다,고연실연실,20211101T22:56:38Z,Youtube,7
156,-iLGF7RCG3I,서울대병원,그짖뉴스듣지마세요,류음전,20211102T23:26:18Z,Youtube,0
157,-iLGF7RCG3I,서울대병원,천만다행입니다아프지마세요 항상 응원합니다 건행^^,승자 고,20211101T07:30:25Z,Youtube,0
158,-iLGF7RCG3I,서울대병원,어머님과영웅씨두분건강하시다니다행입니다항상모자분건행,채진남,20211101T07:29:24Z,Youtube,1
159,-iLGF7RCG3I,서울대병원,"영웅님의 일거수 일투족을 이렇게 낱낱이 ,,,휴!~ 방귀도 마음놓고 못 뀌것다,,,이러지 않아도 되는데,,,",heorabi해오라비,20211101T03:15:28Z,Youtube,1
160,-iLGF7RCG3I,서울대병원,쌤  맞는댓글감사합니다.짱. 👍 👍 👏 👏,선 혜,20211101T22:40:26Z,Youtube,0
161,-iLGF7RCG3I,서울대병원,다행입니다항상 행곡과건강 챙기시길 바랍니다 나의히어로💓,김기순,20211101T03:11:47Z,Youtube,0
162,-iLGF7RCG3I,서울대병원,두분건강에별이상없다니천만다행입니다.제발건강하고행복하게사십시요.영웅님감성적인콘서트기대되요.하이팅.,정성희,20211101T00:27:03Z,Youtube,2
163,UcuxTO6G2hc,서울대병원,로제님 영상 보니까 맛있는거 많이 드시네요 부러워요~,김진영,20211102T00:59:57Z,Youtube,0
164,UcuxTO6G2hc,서울대병원,로제님 맛있는거 많이 드시네요 부럽습니다,김진영,20211102T00:58:58Z,Youtube,0
165,UcuxTO6G2hc,서울대병원,안녕하세요! 제 영상을 봐 주셔서 감사합니다☺️혹시 궁금하신 점 있으면 댓글 자유롭게 남겨주세요,노이로제NoeyRosé,20211031T15:20:33Z,Youtube,2
166,yQrTDFvjlTw,서울대병원,"* 타인을 비방하거나 욕설, 비속어, 차별적 내용, 신체적 비하 등의 불쾌감을 줄 수 있는 댓글은 무통보 삭제될 수 있습니다.* 단순 비난, 허위 사실 유포,  광고 등의 댓글은 무통보 삭제될 수 있습니다. * 의학적 질문에 답변을 드리지 않습니다.* 제공된 의학정보는 일반적인 사항으로 개개인의 특성을 반영하지 못합니다.",서울대병원tv,20211031T00:01:16Z,Youtube,0
167,yQrTDFvjlTw,서울대병원,얼마전 양평 카포레에서 김유현작가님의 작품을 보았는데 한국고유의 전통문양을 이용한 작품을 감상했는데 이런 작품 전시하면 좋을것같습니다.한국고유의 문양과 기와가. 좋아서 추천하고싶습니다.,홍석규,20211104T00:29:58Z,Youtube,1
168,yQrTDFvjlTw,서울대병원,대단히 잘봤습니다.,Kale,20211031T12:16:06Z,Youtube,0
169,yQrTDFvjlTw,서울대병원,진짜 많은 일을 하시네요.. 이 영상도 직접 편집하신 건 아니겠죠ㅎㅎ,Minju Kim,20211031T06:43:15Z,Youtube,0
170,yQrTDFvjlTw,서울대병원,서울대 병원의 보물입니다 ~☕🍂🍁~👍,만덕,20211031T00:49:31Z,Youtube,1
171,yQrTDFvjlTw,서울대병원,So beauty cute ~이승연양의 건승을 기원합니다 ~오늘도 좋은시간 보내세요 ~💚💖💙💛💜~⚘🌝🌞😀🌈,만덕,20211031T00:45:01Z,Youtube,1
172,yQrTDFvjlTw,서울대병원,매력만점 신입직원이네요 나도 홍보팀에서 일해보고싶다ㅠㅠ부러워요,챠니,20211031T00:36:05Z,Youtube,4
173,yQrTDFvjlTw,서울대병원,멋지네요,호호하하,20211031T00:35:35Z,Youtube,3
174,yQrTDFvjlTw,서울대병원,"안녕하세요 서울대병원 홍보팀 🍒이승연 님 🙏.일도 잘 하시고,개인만을 위한 취미도 하시고,완전 반전의 취미에 더 멋져 보였어요.고맙습니다 🙏. 💗",오영도,20211031T00:22:14Z,Youtube,4
175,yQrTDFvjlTw,서울대병원,잘 봤습니다. 홧팅~^^,좋은아침,20211031T00:17:56Z,Youtube,1
176,yQrTDFvjlTw,서울대병원,열정!열정!열정!,PD자이홍,20211031T00:05:04Z,Youtube,3
177,-pMrGCtTI6g,서울대병원,우리민호님 어쩌면 이러ㅗ게마음이 이름다을까 감탄해요,최춘자,20211101T06:32:18Z,Youtube,1
178,-pMrGCtTI6g,서울대병원,착한사람이네요  민호씨,김율생,20211101T04:49:50Z,Youtube,1
179,-pMrGCtTI6g,서울대병원,민호님 언린이을 구해으면 그어린이는 운이조은거요 민호님 사랑해유,화순 김,20211101T02:54:11Z,Youtube,1
180,-pMrGCtTI6g,서울대병원,민호님참큰일하셌네요장민호님은항상인성좋고배려심많기로유명하죠감사하네요콘서트및예능하랴힘들텐대항상건강챙기세요,이재월,20211031T23:05:04Z,Youtube,1
181,-pMrGCtTI6g,서울대병원,장민호 님 인성 고운  트롯신사 응원합니다,산골향,20211031T14:05:06Z,Youtube,1
182,-pMrGCtTI6g,서울대병원,역시 장민호 님  최고이십니다^^^받은 만큼 베풀어주시는  울민호님  늘사랑하고  응원하고 감사합니다,경애,20211031T12:47:01Z,Youtube,1
183,-pMrGCtTI6g,서울대병원,장민호 님  훌륭하십니다존경합니다,모스 코스,20211031T10:29:05Z,Youtube,2
184,-pMrGCtTI6g,서울대병원,"우리,민호님,항상,응원합니다",필영 김,20211031T09:06:07Z,Youtube,4
185,-pMrGCtTI6g,서울대병원,장민호님 심장병 어린이 구원해주셔서 초고에 솀 멋쟁이 정말 멋진탑 최고 선행 대박 최고,박종애,20211031T08:31:01Z,Youtube,4
186,-pMrGCtTI6g,서울대병원,민호님 정말 좋은 소식 감사 합니다 따뜻한 마음이 최고 입니다 항상 열 응원 합니다 💞💞💞,성순자,20211031T06:09:01Z,Youtube,6
187,-pMrGCtTI6g,서울대병원,장민호니은참어떴게그런맘이들까민호니은어느나라에서온걸까신같은존재ᆢ,이재월,20211031T05:55:44Z,Youtube,5
188,-pMrGCtTI6g,서울대병원,장민호님 민호님 심장 환자의 훌륭한 분이네요 후원으로 수술을 받았습니다 민호님 존경합니다 건강 챙겨주세요 꽃길만 걸어 주셔서 감사합니다 🌸💕💛🤗😊☺🌸💕💛대박나세요 축하드려요,구정희,20211031T04:37:52Z,Youtube,7
189,-pMrGCtTI6g,서울대병원,민호님 정말 한생명을구했군요멋져요,고연실연실,20211031T03:29:10Z,Youtube,8
190,-pMrGCtTI6g,서울대병원,역시역시 울 민호님 고맙고 감사 합니다,박갑연,20211031T02:19:06Z,Youtube,9
191,-pMrGCtTI6g,서울대병원,장민호씨증말좋은소식입니다사랑합니다,김순자,20211031T02:08:57Z,Youtube,9
192,gjoPVmBuun8,서울대병원,ㅡㅡㅡ33,이옥산,20211101T13:55:50Z,Youtube,1
193,gjoPVmBuun8,서울대병원,희망을 절대 잇지 마시고요 희망을 많이 가지세요 울 옆에는요 허경영 삼삼정책 꼭 들어보시고요 주위에 잇는분들 많이많이 알리세요 정치인들 울 세금을 70프로 뜯어 먹고 잇습니다 노예로 피땀을 빨아먹고 잇습니다 허경영 인기는요 유명한 가수들 유명한 개그맨들 유명한 정치인들 전세계에서  20대  애들이  전화  와서요 대통령 나오시면은 지금 정치인들 보다  100나은  애들  무보수 정치를 하겠다고 난리가 났습니다 나라가  다 망해가고 잇습니다 지금 애들 어느많이 똑똑 한지요 왜  대통령 감옥에 다  엿고요 정치인들 다 감옥에 가두어  넣어야  됍니다  대한민국 서민들 정신을 똑바로 차리시고요  똘똘 뭉쳐서 허경영 투표를 해야  대한민국 살릴수  잇습니다 허경영 대통령 돼셔서 2달안에 양쪽완화  4000조를 해서  배당금 18세부터  150만   65세는  220만  죽을때까지 줄수도 잇습니다 코로나 지원금  18세부터  다  1억씩  주신다고  합니다 허경영 삼삼정책 정인태 교수님 유튜브 강연 꼭 들어보시고요 힘내세요 대한민국 서민들 들고 일어나야 나라가 삽니다  대한민국 여러국민들  영원한 팬입니다 하늘만큼 땅만큼 사랑합니다 영원히 허경영 허경영 허경영 만세 만세 만만세 호ㅑ팅e,신성화,20211101T11:56:00Z,Youtube,0
194,gjoPVmBuun8,서울대병원,지나가라고 만든길을 왜 못지나가게 막고 자유를 침해하는거지 ㅋㅋㅋㅋ어이가 없네..,봉봉,20211101T08:28:53Z,Youtube,1
195,gjoPVmBuun8,서울대병원,오메  빙빙님 말씀 넘 잘하신다 정말 사이다다 역시 짱이다 방송넘 잘하세요...속이다 후련하네,북극곰,20211031T11:58:29Z,Youtube,2
196,gjoPVmBuun8,서울대병원,넘방송잘하셔요속이다시원해요,송 금,20211030T19:24:34Z,Youtube,4
197,gjoPVmBuun8,서울대병원,빙빙 출근,정옥순,20211030T12:23:12Z,Youtube,3
198,w2abnXUS6r8,서울대병원,"더 많은 비디오보기☞<a href=""https://www.youtube.com/watch?v=U3JP9IHntDc&amp;list=PLFcLRN50ZID8Oz_1jCtmocaqdAAqVp-OU&amp;index=3"">https://www.youtube.com/watch?v=U3JP9IHntDc&amp;list=PLFcLRN50ZID8Oz_1jCtmocaqdAAqVp-OU&amp;index=3</a>",이찬원,20211102T03:58:03Z,Youtube,2
199,w2abnXUS6r8,서울대병원,찬원님응원합니다건강하십시요하이팅하세요,김금례,20211110T04:10:04Z,Youtube,0
200,w2abnXUS6r8,서울대병원,이찬원님정말조은일많이하시네요노래도가창력이풍부하고정말노래도잘하시고좋은일도많이하시고,정해선,20211109T22:36:06Z,Youtube,0
201,w2abnXUS6r8,서울대병원,202십2년도에도좋언노래많이들려주세요건행,정해선,20211109T22:41:55Z,Youtube,0
202,w2abnXUS6r8,서울대병원,찬원님 노래부터 인성까지 감동이내요 건강 조심하시고 좋은노래 많이 불러주세요 찬원님  홧팅~♡,인기순,20211102T02:58:55Z,Youtube,1
203,w2abnXUS6r8,서울대병원,찬원님 응원합니딘,김한순,20211102T02:28:31Z,Youtube,1
204,w2abnXUS6r8,서울대병원,확실해?삼류 소설쓰지마,kie,20211030T02:22:29Z,Youtube,4
205,w2abnXUS6r8,서울대병원,착한 마음 ~~~      이찬원씨  파이팅!               찬원씨도 건강 조심하시구요.,심영옥,20211030T01:33:43Z,Youtube,3
206,w2abnXUS6r8,서울대병원,찬원님의 착한마음은 우리모두 본받아 온세상이 다밝았으면 하네요.,조한숙,20211029T22:32:54Z,Youtube,3
207,w2abnXUS6r8,서울대병원,이찬원씨 행동에 정말감동 또 감동입니다.,윤,20211029T22:31:18Z,Youtube,4
208,w2abnXUS6r8,서울대병원,찬원님착해서모두가사랑해요항상사랑하고더우기몸조심하세요화이팅,도점술,20211029T21:14:04Z,Youtube,3
209,w2abnXUS6r8,서울대병원,무엇보다 가정 교육이 가장 중요합니다 찬윈이가 그런 사람......!,김재홍,20211029T20:51:20Z,Youtube,3
210,w2abnXUS6r8,서울대병원,얼마나 늘랬을,이영자,20211029T14:54:36Z,Youtube,4
211,w2abnXUS6r8,서울대병원,대단한이찬원최고 어디서나별처럼빛나길,문순덕,20211029T12:53:00Z,Youtube,5
212,w2abnXUS6r8,서울대병원,역시이찬원 이찬원최고👍👍👍,yushan Cai,20211029T11:58:56Z,Youtube,8
213,w2abnXUS6r8,서울대병원,이찬원가수 대단합니다 최고입니다 이찬원가수늘응원합니다,김순이,20211029T11:57:18Z,Youtube,6
214,w2abnXUS6r8,서울대병원,찬원님. 너무.너무.착해요.대박나세요.잘될거에요.화이핑.사랑해요.너무.항상.건강하세요.,FUSHAN PIAO,20211029T11:49:41Z,Youtube,7
215,w2abnXUS6r8,서울대병원,찬원님 훌륭합니다,이영희,20211029T11:23:22Z,Youtube,6
216,w2abnXUS6r8,서울대병원,찬원님 최고 항상 착해서 존중하고 감사합니다 항상 건강 조심하세요 신곡 평생 응원할게요 👍🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼,강다정,20211029T10:50:57Z,Youtube,12
217,w2abnXUS6r8,서울대병원,"이찬원씨 20대 청년이 어쩌면~~~ 찐짜로 대단하고 존경합니다~~~ 봉시정신도 투철하고~~~ 찬또 볼수록 미남이고 노래도 잘하고 ~~~ 👍 👍 👍 👍 👍 사랑합니다,",장명자,20211029T10:30:51Z,Youtube,10
218,w2abnXUS6r8,서울대병원,우리찬원씨최고요최고사랑합니다😍😍😍❤❤❤😍😍😍❤❤❤💞💞💞😍😍😍💝💝💞💞💞💞💞💞💞💞💞💞,전연화,20211029T10:01:42Z,Youtube,13
219,w2abnXUS6r8,서울대병원,이찬원~~~ 🎉 💕 😍 💗 😘 최고 최고 👍 💕 😍,이현자,20211029T09:57:01Z,Youtube,10
220,AlpYHuLu1JE,서울대병원,국민장인데   정부에서 넘 소흘한거  아니야  !!,18k,20211105T07:57:37Z,Youtube,0
221,AlpYHuLu1JE,서울대병원,극낙 왕생하소서각하님이시요,김혜순,20211104T13:11:24Z,Youtube,0
222,AlpYHuLu1JE,서울대병원,삼가 고인의 명복을 빕니다극락왕생하소서,박진숙,20211101T07:18:47Z,Youtube,0
223,AlpYHuLu1JE,서울대병원,고인의  명복을 빕니다 희망을 절대 잇지 마시고요 희망을 많이 가지세요 울 옆에는요 허경영 삼삼정책 꼭 들어보시고요 주위에 잇는분들 많이많이 알리세요 정치인들 울 세금을 70프로 뜯어 먹고 잇습니다 노예로 피땀을 빨아먹고 잇습니다 허경영 인기는요 유명한 가수들 유명한 개그맨들 유명한 정치인들 전세계에서  20대  애들이  전화  와서요 대통령 나오시면은 지금 정치인들 보다  100나은  애들  무보수 정치를 하겠다고 난리가 났습니다 나라가  다 망해가고 잇습니다 지금 애들 어느많이 똑똑 한지요 왜  대통령 감옥에 다  엿고요 정치인들 다 감옥에 가두어  넣어야  됍니다  대한민국 서민들 정신을 똑바로 차리시고요  똘똘 뭉쳐서 허경영 투표를 해야  대한민국 살릴수  잇습니다 허경영 대통령 돼셔서 2달안에 양쪽완화  4000조를 해서  배당금 18세부터  150만   65세는  220만  죽을때까지 줄수도 잇습니다 코로나 지원금  18세부터  다  1억씩  주신다고  합니다 허경영 삼삼정책 정인태 교수님 유튜브 강연 꼭 들어보시고요 힘내세요 대한민국 서민들 들고 일어나야 나라가 삽니다  대한민국 여러국민들  영원한 팬입니다 하늘만큼 땅만큼 사랑합니다 영원히 허경영 허경영 허경영 만세 만세 만만세 호ㅑ팅wq,신성화,20211101T00:45:31Z,Youtube,0
224,AlpYHuLu1JE,서울대병원,하늘에서는아프지마세요,김선옥,20211031T01:17:37Z,Youtube,0
225,AlpYHuLu1JE,서울대병원,극낙왕생하세요,김선옥,20211031T01:15:31Z,Youtube,0
226,AlpYHuLu1JE,서울대병원,훌륭했습니다인품이 아주 좋은분입니다대한민국역사상 굵직한성과는박정희 이승만 다음으로공히 큽니다자녀분들도 하나같이 착한분들입니다대구명문가출신인 김옥숙여사님도어진분이었고 지적인미모인였지요천박하고 못된 김영삼의 행태가 어린아이였다고 육성으로남겼습니다,Great J,20211030T19:28:26Z,Youtube,1
227,AlpYHuLu1JE,서울대병원,민주당 개쓰레기들  어쩜 인간성 더럽다  이런것들 젙대정치 못하게해야한다 니편내편  좋아하는것들 국민을 편가르면 정치하지말라 자격없다 삘갱이 행태다,김재인,20211030T10:35:18Z,Youtube,0
228,AlpYHuLu1JE,서울대병원,그만하십이요..역대 대통령 누가 국민을 위해 나라를위해 하셨나요..대한민군 망조 압니까????나라돈 그만 쓰세요..코로나로 일반인을 장내아닌 장내를 차륵니다....그만하시요...뮐 잘해게 있다고..호상이네...ㅊ기름갑 아시시요.나라위해,あべこうじ{유이짱},20211030T06:09:42Z,Youtube,1
229,AlpYHuLu1JE,서울대병원,지금은 살기 좋은지 ?,박영자,20211030T21:27:56Z,Youtube,0
230,AlpYHuLu1JE,서울대병원,미믿 기름갑들 아끼시요..뭘 잘해ㅣㅆ다고..한심.대한민국 중국.북한...🔪🔪🔪🔪🔪🔪🔪🔪🔪🔪🔪🔪🔪,あべこうじ{유이짱},20211030T06:16:28Z,Youtube,0
231,AlpYHuLu1JE,서울대병원,국가 내란죄 김씨 사형수가 대통령님 하시고 동작동 호국영령  묘지조성  교도소 5~18유공자  경개 대통령님께서 나라 망해먹고 동작동 호국영령 묘지조성   문재인 5~18유령탑 돌명패  묘지조성  완장 달았습니다,4ㅐ활동,20211030T03:09:08Z,Youtube,1
232,AlpYHuLu1JE,서울대병원,군부 쿠데타와 민주 세월호  쿠데타  헬기탈령병 탈레반 양심  광주 전두환대통령님 여단장 표창 양제동반란 대게문  동문회  5~18유령탑  진상  지울수없는 돌명패 진합군 문재인 간첩단 가짜유공자 해적부대 이해골 흥진호 미스터리 무궁화호 무인카메라 시스템 고장 들통   세월호 유가족분들 앞세우고 쿠데타  빨치산  남로당 좌익 혁명당 삿갓전씨  청와대  정문 방패 앞잡이 말바우시장 가상조직 오절짜리 전단지 길거리마다 살포 1월14일 대법원 서울가는중 버스 휴게소 좌변기 위에 신문 곳곳마다 만세운동 우리가 이겼습니다  들통났습니다   영광고창 쌀뜸물 농악대 선두 깃발  아리랑행진  1중대   국민 바다속으로 베트남  공산월맹당,4ㅐ활동,20211030T03:02:27Z,Youtube,0
233,AlpYHuLu1JE,서울대병원,좌파들의 방해는 절대반대다 사람이 명명오고 이느국기냐 대사냐 손학규 왔다 여기가 공산당이냐 조원진 목소리 같은데좌파들은 공산당 이면서 공산당같아고 제입으로 싫토 하는군장례식장에세 목욕주는 저인간사람이길 포기한 인간이라 할수없지,최길자,20211030T02:09:22Z,Youtube,0
234,AlpYHuLu1JE,서울대병원,노태우 대통령님 임기시절 살기좋와는데 천국가심에 삼가고인의 몀복을빕니다 가족에게도 위로 의 말씀 드립니다 주님밖에 없습니다 수고 많으셨습니다,최길자,20211030T02:01:21Z,Youtube,4
235,AlpYHuLu1JE,서울대병원,극락왕생 하실거에요 나무아미타불 🙏🙏🙏,굿모닝,20211031T04:32:26Z,Youtube,0
236,AlpYHuLu1JE,서울대병원,나라를 사랑 하셨지요  부디 천국 가셔서 평안 하소서 하나님 유가족 위로 하여 주소서........,이진남,20211030T02:00:50Z,Youtube,2
237,AlpYHuLu1JE,서울대병원,극락왕생 하실거에요 나무아미타불 🙏🙏🙏,굿모닝,20211031T04:33:12Z,Youtube,0
238,AlpYHuLu1JE,서울대병원,고인되신 노태우 대통령은 님명복을 빕니다,김천순,20211030T01:01:58Z,Youtube,2
239,AlpYHuLu1JE,서울대병원,"참, 말많은사람, 김빠진맥주 ㅎㅎㅎ",짱!언제나 젊음,20211030T00:27:27Z,Youtube,0
240,AlpYHuLu1JE,서울대병원,파파존ty님 소생많으 십니다 여기산청에도 달이 떠러졌어요 대표님도 다녀 갔여요,오영삼,20211029T20:24:24Z,Youtube,4
241,AlpYHuLu1JE,서울대병원,노태우대통령각하 시절엔 열심히 살면 꿈을 이룰수 있는 살기좋은 나라 였습니다 고인에 명복을 빕니다,Ki Dong Jung,20211029T17:00:07Z,Youtube,15
242,AlpYHuLu1JE,서울대병원,"<a href=""https://www.youtube.com/watch?v=AlpYHuLu1JE&amp;t=45m19s"">45:19</a> SK 최철원씨네",봉봉,20211029T11:17:26Z,Youtube,10
243,AlpYHuLu1JE,서울대병원,존재감도 없는 손학규씨?,임종승,20211029T11:10:10Z,Youtube,11
244,AlpYHuLu1JE,서울대병원,그래도 문상 참배하신것만해도  가정교육 잘 받은자손이십니다!!,다홍꽃다홍,20211029T13:24:32Z,Youtube,9
